степен,застроена_площ_m2,в_кадастъра,кадастрален_номер,имот,разрешение_за_строеж,брой_разрешения,последно_разрешение,акт16,УПИ,квартал_по_регулация,етажи_по_кадастър,жилища_по_кадастър,код_зона,устройствен_режим,район,квартал,източник,lon,lat
средна,65.0,не,,68134.1384.857,,,,,,,,,Смф,смесена многофункционална зона,Надежда,"ж.к. Надежда 4, ж.к. Връбница 2А",картирана в OSM,23.295483,42.733946
средна,65.0,не,,68134.2820.1974,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Връбница,"ж.к. Надежда 3, ж.к. Връбница 1А",картирана в OSM,23.283911,42.731005
средна,65.0,не,,49206.2633.268,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Връбница,с. Мрамор и ПСЗ,само от сателит,23.272787,42.78742
средна,65.0,не,,49206.2633.169,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Връбница,с. Мрамор и ПСЗ,само от сателит,23.277295,42.785149
средна,65.0,не,,49206.2633.73,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Връбница,с. Мрамор и ПСЗ,само от сателит,23.279125,42.78683
средна,65.0,не,,49206.2633.66,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Връбница,с. Мрамор и ПСЗ,само от сателит,23.278194,42.787645
средна,65.0,не,,02511.4605.372,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Нови Искър,с. Балша,само от сателит,23.266614,42.846986
средна,65.0,не,,48393.4989.84,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Нови Искър,с. Мировяне,само от сателит,23.305499,42.794344
средна,65.0,не,,00357.5362.567,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Нови Искър,гр. Нови Искър - кв. Славовци,само от сателит,23.331644,42.791117
средна,65.0,не,,00357.5362.519,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Нови Искър,гр. Нови Искър - кв. Славовци,само от сателит,23.329497,42.793108
средна,65.0,не,,00357.5362.140,,,,,,,,,Пмс,устр. зона за производство в малки и средни предприятия,Нови Искър,гр. Нови Искър - кв. Славовци - разширение,само от сателит,23.328583,42.797092
средна,65.0,не,,00357.5357.1142,,,,,,,,,Пп,устр. зона за индустриални производства,Нови Искър,"гр. Нови Искър, м. Вировете",само от сателит,23.342756,42.815171
средна,65.0,не,,00357.5346.80,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Нови Искър,гр. Нови Искър - кв. Курило,само от сателит,23.355292,42.828192
средна,65.0,не,,00357.5346.248,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Нови Искър,гр. Нови Искър - кв. Курило,само от сателит,23.36158,42.821682
средна,65.0,не,,00357.5358.959,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Нови Искър,гр. Нови Искър - кв. Кумарица,само от сателит,23.349175,42.810621
средна,65.0,не,,00357.5358.18,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Нови Искър,гр. Нови Искър - кв. Кумарица,само от сателит,23.346425,42.810454
средна,65.0,не,,00357.5359.2236,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Нови Искър,гр. Нови Искър - кв. Кумарица,само от сателит,23.346646,42.802815
средна,65.0,не,,00357.5173.280,,,,,,,,,,,Нови Искър,Кубратовско поле,само от сателит,23.346709,42.794811
средна,65.0,не,,68134.1332.388,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Надежда,кв. Требич,само от сателит,23.319743,42.773458
средна,65.0,не,,68134.1332.389,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Надежда,кв. Требич,само от сателит,23.319831,42.773581
средна,65.0,не,,68134.1332.2100,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Надежда,кв. Требич,само от сателит,23.316702,42.771761
средна,65.0,не,,68134.1370.109,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Надежда,кв. Илиянци,само от сателит,23.319106,42.752928
средна,65.0,не,,68134.1369.2048,,,,,,,,,Пс,смесена производствена устройствена зона,Надежда,НПЗ Илиянци - запад,само от сателит,23.32371,42.749568
средна,65.0,не,,68134.511.1458,,,,,,,,,Пс,смесена производствена устройствена зона,Сердика,ПЗ Задгаров - ТЕЦ София,само от сателит,23.323805,42.718942
средна,65.0,не,,68134.509.7189,,,,,,,,,Пс,смесена производствена устройствена зона,Сердика,НПЗ Хаджи Димитър,само от сателит,23.338996,42.712976
средна,65.0,не,,68134.507.910,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Сердика,ж.к. Орландовци - Малашевци,картирана в OSM,23.340067,42.723585
средна,65.0,не,,68134.503.733,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Сердика,кв. Бенковски,картирана в OSM,23.348064,42.736872
средна,65.0,не,,68134.508.1425,,,,,,,,,Смф1,смесена многофункционална зона 1,Сердика,ж.к. Орландовци - Малашевци,картирана в OSM,23.344125,42.731003
средна,65.0,не,,68134.508.9999,,,,,,,,,Смф1,смесена многофункционална зона 1,Сердика,ж.к. Орландовци - Малашевци,картирана в OSM,23.344327,42.729798
средна,65.0,не,,68134.508.260,,,,,,,,,,,Сердика,ж.к. Орландовци - Малашевци,картирана в OSM,23.346764,42.730045
средна,65.0,не,,68134.509.175,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Сердика,ж.к. Орландовци - Малашевци,само от сателит,23.349829,42.716195
средна,65.0,не,,02511.4605.738,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Нови Искър,с. Балша,само от сателит,23.27035,42.848268
средна,65.0,не,,55419.6707.1454,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Панчарево,с. Панчарево,само от сателит,23.413226,42.590285
