степен,застроена_площ_m2,в_кадастъра,кадастрален_номер,имот,разрешение_за_строеж,брой_разрешения,последно_разрешение,акт16,УПИ,квартал_по_регулация,етажи_по_кадастър,жилища_по_кадастър,код_зона,устройствен_режим,район,квартал,източник,lon,lat
средна,66.0,не,,68134.609.13,,,,,,,,,Жс,жилищна устр. зона със средноетажно застрояване,Подуяне,ж.к. Левски - зона В,само от сателит,23.386815,42.705962
средна,66.0,не,,68134.707.471,,,,,,,,,Жм*,жилищна устр. зона с малкоет. застрояване*,Слатина,кв. Христо Ботев,картирана в OSM,23.383957,42.690679
средна,66.0,не,,68134.707.741,,,,,,,,,Жм*,жилищна устр. зона с малкоет. застрояване*,Слатина,кв. Христо Ботев,картирана в OSM,23.383156,42.687857
средна,66.0,не,,68134.707.1382,,,,,,,,,Тжп,терени за инфраструктура на ЖП транспорта,Слатина,ЖП Ареал - Подуяне (част 3),само от сателит,23.379127,42.687873
средна,66.0,не,,68134.707.1188,,,,,,,,,Жм*,жилищна устр. зона с малкоет. застрояване*,Слатина,кв. Христо Ботев,картирана в OSM,23.385016,42.686794
средна,66.0,не,,68134.707.1230,,,,,,,,,Ттр,терени за бази на транспорта,Слатина,кв. Христо Ботев,картирана в OSM,23.38678,42.685307
средна,66.0,не,,68134.8554.428,,,,,,,,,Смф1,смесена многофункционална зона 1,Кремиковци,м. Враждебна - юг,картирана в OSM,23.412036,42.706633
средна,66.0,не,,68134.1502.1154,,,,,,,,,Пс,смесена производствена устройствена зона,Искър,НПЗ Искър - север,само от сателит,23.404479,42.671129
средна,66.0,не,,68134.1500.1600,,,,,,,,,Смф,смесена многофункционална зона,Искър,ж.к. Дружба 1 - изток,картирана в OSM,23.399767,42.655897
средна,66.0,не,,68134.1500.103,,,,,,,,,Жс,жилищна устр. зона със средноетажно застрояване,Искър,ж.к. Дружба 1 - изток,картирана в OSM,23.402584,42.662338
средна,66.0,не,,07106.1428.554,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Искър,с. Бусманци,картирана в OSM,23.427172,42.673396
средна,66.0,не,,07106.1419.678,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Искър,с. Бусманци,само от сателит,23.437446,42.67924
средна,66.0,не,,68134.8555.115,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Кремиковци,м. Батарея,картирана в OSM,23.426149,42.706989
средна,66.0,не,,35239.6109.87,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Панчарево,ПЗ Казичене - запад / кв. Видните,картирана в OSM,23.45371,42.6582
средна,66.0,не,,35239.6109.2277,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Панчарево,ПЗ Казичене - запад / кв. Видните,картирана в OSM,23.453146,42.658387
средна,66.0,не,,35239.6107.962,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Панчарево,с. Казичене - юг,картирана в OSM,23.463062,42.658873
средна,66.0,не,,35239.6102.1284,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Панчарево,с. Казичене - юг,картирана в OSM,23.464082,42.659866
средна,66.0,не,,44063.1447.3062,,,,,,,,,Топ,терени за опитни полета на научни институти,Искър,Врана - стопанството,само от сателит,23.442081,42.642407
средна,66.0,не,,14831.6517.104,,,,,,,,,Оз1,зона за обществено-обслужващи дейности и озеленяване 1,Панчарево,Хидропарк Искър - Горубляне,само от сателит,23.426873,42.635535
средна,66.0,не,,14831.6504.212,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Панчарево,в.з. Врана-Герман,картирана в OSM,23.424352,42.626519
средна,66.0,не,,68134.4085.1387,,,,,,,,,,,Младост,Хидропарк Искър - Горубляне,картирана в OSM,23.413956,42.627147
средна,66.0,не,,14831.6541.61,,,,,,,,,Жв,вилни зони,Панчарево,"с. Герман, в.з. Терасите",картирана в OSM,23.422526,42.613522
средна,66.0,не,,14831.6506.998,,,,,,,,,Жв,вилни зони,Панчарево,"с. Герман, в.з. Терасите",картирана в OSM,23.429887,42.607792
средна,66.0,не,,44063.6222.4510,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Панчарево,с. Лозен,само от сателит,23.474892,42.60417
средна,66.0,не,,35239.6107.3017,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Панчарево,с. Казичене - юг,картирана в OSM,23.46757,42.657766
средна,66.0,не,,22304.7891.872,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Кремиковци,с. Долни Богров,само от сателит,23.491794,42.698073
средна,66.0,не,,22304.7891.406,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Кремиковци,с. Долни Богров,само от сателит,23.493203,42.698848
средна,66.0,не,,22304.7891.106,,,,,,,,,Смф2,смесена многофункционална зона 2,Кремиковци,с. Долни Богров,картирана в OSM,23.488964,42.705645
средна,66.0,не,,22304.7891.210,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Кремиковци,с. Долни Богров,картирана в OSM,23.490117,42.701014
средна,66.0,не,,16448.7841.2,,,,,,,,,Смф2,смесена многофункционална зона 2,Кремиковци,м. Хан Богров - ПЗ,само от сателит,23.517004,42.704576
средна,66.0,не,,68134.618.1080,,,,,,,,,Жс,жилищна устр. зона със средноетажно застрояване,Подуяне,кв. Васил Левски - север,картирана в OSM,23.372063,42.708241
средна,66.0,не,,68134.618.1129,,,,,,,,,Жс,жилищна устр. зона със средноетажно застрояване,Подуяне,кв. Васил Левски - север,картирана в OSM,23.373566,42.707636
средна,66.0,не,,51250.5715.602,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Нови Искър,с. Негован,само от сателит,23.396927,42.770425
средна,66.0,не,,51250.5713.61,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Нови Искър,с. Негован,само от сателит,23.40261,42.772586
средна,66.0,не,,68134.8706.78,,,,,,,,,Смф2,смесена многофункционална зона 2,Кремиковци,м. Чепинци - Кравеферма Д-р Пашов,само от сателит,23.386028,42.730866
средна,66.0,не,,68134.8550.452,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Кремиковци,кв. Враждебна,картирана в OSM,23.400353,42.714677
средна,66.0,не,,68134.8550.971,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Кремиковци,кв. Враждебна,само от сателит,23.420691,42.714704
средна,66.0,не,,80409.5995.783,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Нови Искър,с. Чепинци,картирана в OSM,23.435765,42.754966
средна,66.0,не,,80409.5994.243,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Нови Искър,с. Чепинци,само от сателит,23.420697,42.760413
средна,66.0,не,,80409.5994.287,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Нови Искър,с. Чепинци,само от сателит,23.421717,42.758513
средна,66.0,не,,51250.5714.525,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Нови Искър,с. Негован,картирана в OSM,23.40711,42.768488
средна,66.0,не,,57011.5985.242,,,,,,,,,Жв,вилни зони,Нови Искър,"с. Подгумер, в.з. Целините",само от сателит,23.414962,42.810508
средна,66.0,не,,11884.5964.281,,,,,,,,,Жв,вилни зони,Нови Искър,"с. Войнеговци, в.з. Русия",само от сателит,23.418647,42.809271
средна,66.0,не,,11884.5615.677,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Нови Искър,с. Войнеговци,само от сателит,23.421401,42.799665
средна,66.0,не,,11884.5615.191,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Нови Искър,с. Войнеговци,само от сателит,23.419798,42.799236
средна,66.0,не,,44224.5807.700,,,,,,,,,Птп,устройствена зона за високотехнологични производства,Нови Искър,с. Локорско 1,само от сателит,23.443521,42.787013
средна,66.0,не,,00357.5280.13,,,,,,,,,Жв,вилни зони,Нови Искър,"с. Гниляне, в.з. Ранова нива",само от сателит,23.395055,42.834239
средна,66.0,не,,57011.5548.236,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Нови Искър,с. Подгумер,картирана в OSM,23.402095,42.801475
средна,66.0,не,,57011.5547.155,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Нови Искър,с. Подгумер,само от сателит,23.401914,42.803388
средна,66.0,не,,65601.5479.192,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Нови Искър,с. Световрачане,само от сателит,23.391436,42.782504
средна,66.0,не,,00357.5344.69,,,,,,,,,Смф2,смесена многофункционална зона 2,Нови Искър,с. Световрачене НПЗ,картирана в OSM,23.38733,42.790395
средна,66.0,не,,00357.5303.8,,,,,,,,,Сст,"земеделска зона за трайни насаждения, разсадници и др.",Нови Искър,гр. Нови Искър - кв. Гниляне,само от сателит,23.379003,42.808058
средна,66.0,не,,00357.5352.99,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Нови Искър,гр. Нови Искър - кв. Изгрев,само от сателит,23.377861,42.82262
средна,66.0,не,,44224.5806.138,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Нови Искър,с. Локорско 1,само от сателит,23.448129,42.796197
средна,66.0,не,,44224.5783.103,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Нови Искър,с. Локорско 1,картирана в OSM,23.448135,42.78933
средна,66.0,не,,68134.8401.9762,,,,,,,,,Тсп,специални терени,Кремиковци,кв. Челопечене - м. Завоя,само от сателит,23.464509,42.733225
средна,66.0,не,,68134.8400.44,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Кремиковци,кв. Челопечене,само от сателит,23.471374,42.733348
средна,66.0,не,,68134.8400.82,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Кремиковци,кв. Челопечене,само от сателит,23.475083,42.733452
средна,66.0,не,,68134.8200.491,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Кремиковци,ж.к. Кремиковци,само от сателит,23.498046,42.778175
средна,66.0,не,,68134.8389.3,,,,,,,,,Пп,устр. зона за индустриални производства,Кремиковци,НПЗ Кремиковци,само от сателит,23.526307,42.756481
средна,66.0,не,,68134.8361.899,,,,,,,,,Смф2,смесена многофункционална зона 2,Кремиковци,с. Ботунец,само от сателит,23.517818,42.738742
средна,66.0,не,,16448.7721.368,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Кремиковци,с. Горни Богров,само от сателит,23.532173,42.718229
средна,66.0,не,,07140.8092.174,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Кремиковци,гр. Бухово,само от сателит,23.564838,42.766677
средна,66.0,не,,07140.8092.16,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Кремиковци,гр. Бухово,картирана в OSM,23.566139,42.767361
средна,66.0,не,,29204.7571.339,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Кремиковци,с. Желява,само от сателит,23.605014,42.745776
средна,65.0,не,,49597.1767.50,,,,,,,,,Оз1,зона за обществено-обслужващи дейности и озеленяване 1,Витоша,"с. Мърчаево, м. Манастирище",само от сателит,23.148719,42.596092
средна,65.0,не,,49597.1703.55,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Витоша,с. Мърчаево,само от сателит,23.174589,42.602291
средна,65.0,не,,68134.2048.409,,,,,,,,,Жм2,жилищна устр. зона с малкоет. застрояване със специфични изисквания към параметрите,Витоша,кв. Симеоново,картирана в OSM,23.332017,42.614265
средна,65.0,не,,68134.2042.141,,,,,,,,,Жм2,жилищна устр. зона с малкоет. застрояване със специфични изисквания към параметрите,Витоша,кв. Симеоново,картирана в OSM,23.339916,42.615181
средна,65.0,не,,68134.2044.886,,,,,,,,,Жм2,жилищна устр. зона с малкоет. застрояване със специфични изисквания към параметрите,Витоша,в.з. Малинова долина - запад,само от сателит,23.343799,42.611551
средна,65.0,не,,04234.6970.3481,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Панчарево,с. Бистрица,само от сателит,23.349446,42.582149
средна,65.0,не,,04234.6970.3443,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Панчарево,с. Бистрица,картирана в OSM,23.35753,42.583506
средна,65.0,не,,02659.2195.2747,,,,,,,,,Жм3,жилищна устр. зона с ниско етажно застрояване в зони за екологично съхранение,Банкя,гр. Банкя,само от сателит,23.154823,42.708027
средна,65.0,не,,02659.2191.1431,,,,,,,,,Жм2,жилищна устр. зона с малкоет. застрояване със специфични изисквания към параметрите,Банкя,в.з. Банкя,само от сателит,23.151054,42.69762
средна,65.0,не,,68134.1897.750,,,,,,,,,Тсп,специални терени,Витоша,Войскови район Горна Баня,само от сателит,23.235263,42.666087
средна,65.0,не,,68134.4330.61,,,,,,,,,Жм2,жилищна устр. зона с малкоет. застрояване със специфични изисквания към параметрите,Овча купел,в.з. Горна баня (разш. юг на кв. Горна баня),картирана в OSM,23.229139,42.674485
средна,65.0,не,,68134.4329.1569,,,,,,,,,Жм2,жилищна устр. зона с малкоет. застрояване със специфични изисквания към параметрите,Овча купел,в.з. Горна баня (разш. юг на кв. Горна баня),картирана в OSM,23.225271,42.674721
средна,65.0,не,,68134.4326.169,,,,,,,,,Жм2,жилищна устр. зона с малкоет. застрояване със специфични изисквания към параметрите,Овча купел,кв. Горна баня,само от сателит,23.231024,42.682165
средна,65.0,не,,68134.4378.231,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Люлин,м. Манилов дол,картирана в OSM,23.195667,42.698382
средна,65.0,не,,68134.4377.14,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Люлин,м. Манилов дол,само от сателит,23.202881,42.702582
средна,65.0,не,,68134.4378.66,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Люлин,м. Манилов дол,картирана в OSM,23.201237,42.702472
средна,65.0,не,,68134.1100.982,,,,,,,,,Оз1,зона за обществено-обслужващи дейности и озеленяване 1,Красна поляна,Западен парк - разш. Малка Коньовица 1,само от сателит,23.230625,42.697481
средна,65.0,не,,68134.4140.9242,,,,,,,,,Смф2,смесена многофункционална зона 2,Овча купел,"кв. Суходол, м. Секулица",само от сателит,23.214858,42.69858
средна,65.0,не,,68134.4141.648,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Овча купел,кв. Суходол,картирана в OSM,23.228986,42.692312
средна,65.0,не,,68134.1109.1395,,,,,,,,,Жм*,жилищна устр. зона с малкоет. застрояване*,Красна поляна,ж.к. Факултета,картирана в OSM,23.265078,42.69136
средна,65.0,не,,68134.1109.1187,,,,,,,,,Жм*,жилищна устр. зона с малкоет. застрояване*,Красна поляна,ж.к. Факултета,картирана в OSM,23.26234,42.692412
средна,65.0,не,,68134.1109.1237,,,,,,,,,Жм*,жилищна устр. зона с малкоет. застрояване*,Красна поляна,ж.к. Факултета,картирана в OSM,23.259765,42.692446
средна,65.0,не,,68134.1109.1347,,,,,,,,,Жм*,жилищна устр. зона с малкоет. застрояване*,Красна поляна,ж.к. Факултета,картирана в OSM,23.25872,42.691771
средна,65.0,не,,68134.4362.625,,,,,,,,,Жм3,жилищна устр. зона с ниско етажно застрояване в зони за екологично съхранение,Люлин,Западен парк - разш. Малка Коньовица 1,картирана в OSM,23.250534,42.7074
средна,65.0,не,,68134.4362.214,,,,,,,,,Оз1,зона за обществено-обслужващи дейности и озеленяване 1,Люлин,ж.к. Люлин - 7 мр,картирана в OSM,23.260403,42.70937
средна,65.0,не,,68134.305.153,,,,,,,,,Смф,смесена многофункционална зона,Възраждане,ж.к. Сердика,картирана в OSM,23.295549,42.693669
средна,65.0,не,,68134.1109.431,,,,,,,,,Жм*,жилищна устр. зона с малкоет. застрояване*,Красна поляна,ж.к. Факултета,само от сателит,23.273238,42.697373
средна,65.0,не,,68134.1109.150,,,,,,,,,Жм*,жилищна устр. зона с малкоет. застрояване*,Красна поляна,ж.к. Факултета,картирана в OSM,23.272842,42.695262
средна,65.0,не,,68134.1109.534,,,,,,,,,Жм*,жилищна устр. зона с малкоет. застрояване*,Красна поляна,ж.к. Факултета,картирана в OSM,23.270713,42.695605
средна,65.0,не,,68134.1109.647,,,,,,,,,Жм*,жилищна устр. зона с малкоет. застрояване*,Красна поляна,ж.к. Факултета,картирана в OSM,23.268032,42.695804
средна,65.0,не,,68134.1109.639,,,,,,,,,Жм*,жилищна устр. зона с малкоет. застрояване*,Красна поляна,ж.к. Факултета,картирана в OSM,23.267691,42.695971
средна,65.0,не,,68134.1109.662,,,,,,,,,Жм*,жилищна устр. зона с малкоет. застрояване*,Красна поляна,ж.к. Факултета,картирана в OSM,23.267603,42.695585
средна,65.0,не,,68134.1109.1511,,,,,,,,,Оо,зона за обществено обслужване,Красна поляна,ж.к. Факултета,картирана в OSM,23.268681,42.692158
средна,65.0,не,,68134.207.5,,,,,,,,,Оо,зона за обществено обслужване,Красно село,ж.к. Красно село,картирана в OSM,23.285002,42.677365
средна,65.0,не,,68134.4336.9511,,0.0,,1.0,,,,,Жм*,жилищна устр. зона с малкоет. застрояване*,Овча купел,кв. Овча Купел - север,картирана в OSM,23.270527,42.681478
средна,65.0,не,,68134.4335.9611,,,,,,,,,Жс,жилищна устр. зона със средноетажно застрояване,Овча купел,ж.к. Овча Купел - 1,картирана в OSM,23.27103,42.683321
средна,65.0,не,,68134.4335.9471,,,,,,,,,Жс,жилищна устр. зона със средноетажно застрояване,Овча купел,ж.к. Овча Купел - 1,картирана в OSM,23.265081,42.687205
средна,65.0,не,,68134.4327.2703,,,,,,,,,Жм2,жилищна устр. зона с малкоет. застрояване със специфични изисквания към параметрите,Овча купел,кв. Горна баня,картирана в OSM,23.237636,42.678261
средна,65.0,не,,68134.4333.364,,,,,,,,,Смф1,смесена многофункционална зона 1,Овча купел,м. Овча Купел - кв. 50,картирана в OSM,23.250192,42.674687
средна,65.0,не,,68134.1894.1287,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Витоша,кв. Карпузица - запад,само от сателит,23.247876,42.669016
средна,65.0,не,,68134.1930.235,,,,,,,,,Жк,жилищна устр. зона с комплексно застрояване,Витоша,кв. Павлово - Бъкстон,картирана в OSM,23.272867,42.665741
средна,65.0,не,,68134.1944.2764,,,,,,,,,Жм2,жилищна устр. зона с малкоет. застрояване със специфични изисквания към параметрите,Витоша,в.з. Киноцентър част 3,само от сателит,23.288951,42.649881
средна,65.0,не,,68134.1970.195,,,,,,,,,Оз1,зона за обществено-обслужващи дейности и озеленяване 1,Витоша,в.з. Киноцентър част 3,картирана в OSM,23.294986,42.648286
средна,65.0,не,,68134.1944.2877,,,,,,,,,Жм2,жилищна устр. зона с малкоет. застрояване със специфични изисквания към параметрите,Витоша,в.з. Киноцентър част 3,картирана в OSM,23.287961,42.64684
средна,65.0,не,,68134.1941.345,,,,,,,,,Жм2,жилищна устр. зона с малкоет. застрояване със специфични изисквания към параметрите,Витоша,кв. Бояна,картирана в OSM,23.26229,42.648012
средна,65.0,не,,68134.1936.683,,,,,,,,,Жм2*,жилищна устр. зона с малкоет. застрояване със специфични изисквания към параметрите*,Витоша,м. Гърдова глава,картирана в OSM,23.255523,42.65446
средна,65.0,не,,68134.1935.2195,,,,,,,,,Жм2,жилищна устр. зона с малкоет. застрояване със специфични изисквания към параметрите,Витоша,м. Гърдова глава,само от сателит,23.256468,42.65802
средна,65.0,не,,68134.1896.765,,,,,,,,,Смф1,смесена многофункционална зона 1,Витоша,"кв. Княжево, в.з. Килиите",само от сателит,23.242061,42.659947
средна,65.0,не,,68134.1896.340,,,,,,,,,Жм2,жилищна устр. зона с малкоет. застрояване със специфични изисквания към параметрите,Витоша,"кв. Княжево, в.з. Килиите",картирана в OSM,23.23325,42.657969
средна,65.0,не,,68134.1890.49,,,,,,,,,Смф2,смесена многофункционална зона 2,Витоша,"кв. Княжево, в.з. Килиите",картирана в OSM,23.217584,42.650011
средна,65.0,не,,68134.1891.460,,,,,,,,,Жм2,жилищна устр. зона с малкоет. застрояване със специфични изисквания към параметрите,Витоша,"кв. Княжево, в.з. Килиите",картирана в OSM,23.227125,42.647327
средна,65.0,не,,68134.1891.39,,,,,,,,,Смф1,смесена многофункционална зона 1,Витоша,"кв. Княжево, в.з. Килиите",картирана в OSM,23.223356,42.652015
средна,65.0,не,,11394.1796.976,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Витоша,с. Владая,само от сателит,23.198026,42.626186
средна,65.0,не,,11394.1798.41,,,,,,,,,Тти,терени за транспортна инфраструктура,Витоша,"с. Владая, м. Габера",само от сателит,23.19142,42.619867
средна,65.0,не,,11394.1798.1347,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Витоша,с. Владая,само от сателит,23.19302,42.622038
средна,65.0,не,,68134.1974.233,,,,,,,,,Жм2,жилищна устр. зона с малкоет. застрояване със специфични изисквания към параметрите,Витоша,в.з. Киноцентъра. в.з. Габаро - Азмата,само от сателит,23.298589,42.632879
средна,65.0,не,,68134.1977.488,,,,,,,,,Оо*,зона за обществено обслужване,Витоша,кв. Драгалевци,картирана в OSM,23.30905,42.62931
средна,65.0,не,,68134.1971.3009,,,,,,,,,Смф1,смесена многофункционална зона 1,Витоша,м. Драгалевци - разширение - север,картирана в OSM,23.312676,42.639507
средна,65.0,не,,68134.1007.1142,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Триадица,ж.к. Кръстова вада - запад,картирана в OSM,23.308901,42.649753
средна,65.0,не,,68134.1007.1014,,,,,,,,,Жс,жилищна устр. зона със средноетажно застрояване,Триадица,ж.к. Кръстова вада - запад,само от сателит,23.312314,42.649322
средна,65.0,не,,68134.1970.309,,,,,,,,,Оз1,зона за обществено-обслужващи дейности и озеленяване 1,Витоша,в.з. Киноцентър част 3,картирана в OSM,23.296228,42.647897
средна,65.0,не,,68134.1006.1131,,,,,,,,,Оз1,зона за обществено-обслужващи дейности и озеленяване 1,Триадица,ж.к. Манастирски ливади - изток,картирана в OSM,23.298857,42.647606
средна,65.0,не,,68134.1003.283,,,,,,,,,Жк,жилищна устр. зона с комплексно застрояване,Триадица,ж.к. Стрелбище,само от сателит,23.300803,42.670219
средна,65.0,не,,68134.305.153,,,,,,,,,Жк,жилищна устр. зона с комплексно застрояване,Възраждане,ж.к. Сердика,картирана в OSM,23.296061,42.694337
средна,65.0,не,,68134.512.352,,,,,,,,,Жг,жилищна устройствена зона с високоетажно застрояване,Сердика,ЦГЧ Зона В17 - кв. Банишора,картирана в OSM,23.311845,42.708275
средна,65.0,не,,68134.202.162,,,,,,,,,Оо,зона за обществено обслужване,Красно село,ЦГЧ м. Еврейски гробища,картирана в OSM,23.308837,42.69279
средна,65.0,не,,68134.300.473,,,,,,,,,Ц1,централна устр. зона 1,Възраждане,ЦГЧ Зона Б2-3+,картирана в OSM,23.318451,42.700041
средна,65.0,не,,68134.406.119,,,,,,,,,Жк,жилищна устр. зона с комплексно застрояване,Оборище,ЦГЧ Зона Г12 - север,картирана в OSM,23.343335,42.69822
средна,65.0,не,,68134.406.152,,,,,,,,,Жг,жилищна устройствена зона с високоетажно застрояване,Оборище,ЦГЧ Зона Г12 - север,само от сателит,23.340843,42.69854
средна,65.0,не,,68134.610.1405,,,,,,,,,Смф,смесена многофункционална зона,Подуяне,ж.к. Сухата река - запад,картирана в OSM,23.348548,42.701039
средна,65.0,не,,68134.600.989,,,,,,,,,Жг,жилищна устройствена зона с високоетажно застрояване,Подуяне,ж.к. Хаджи Димитър,картирана в OSM,23.349653,42.702874
средна,65.0,не,,68134.606.993,,,,,,,,,Жк,жилищна устр. зона с комплексно застрояване,Подуяне,ж.к. Хаджи Димитър,картирана в OSM,23.355379,42.70445
средна,65.0,не,,68134.604.1181,,,,,,,,,Оз2,зона за обществено-обслужващи дейности и озеленяване 2,Подуяне,ж.к. Сухата река - изток,картирана в OSM,23.360232,42.703131
средна,65.0,не,,68134.1601.4652,,,,,,,,,Оо,зона за обществено обслужване,Студентски,ж.к. Студентски град - север,само от сателит,23.357138,42.654516
средна,65.0,не,,68134.1601.964,,,,,,,,,Са1,зона за спорт и атракции 1,Студентски,ж.к. Студентски град - север,картирана в OSM,23.35117,42.65737
средна,65.0,не,,68134.2040.1146,,,,,,,,,Жм2,жилищна устр. зона с малкоет. застрояване със специфични изисквания към параметрите,Витоша,кв. Симеоново,картирана в OSM,23.334664,42.625096
средна,65.0,не,,68134.2040.2349,,,,,,,,,Жм2,жилищна устр. зона с малкоет. застрояване със специфични изисквания към параметрите,Витоша,кв. Симеоново,картирана в OSM,23.332772,42.62461
средна,65.0,не,,68134.2044.1933,,,,,,,,,Птп*,устройствена зона за високотехнологични производства,Витоша,в.з. Малинова долина - запад,картирана в OSM,23.354975,42.619724
средна,65.0,не,,37280.2101.142,,,,,,,,,Жм2,жилищна устр. зона с малкоет. застрояване със специфични изисквания към параметрите,Банкя,"с. Клисура, м. Аврамица"", м. ""Щетница""",само от сателит,23.087224,42.715024
средна,65.0,не,,37280.2100.79,,,,,,,,,Жм2,жилищна устр. зона с малкоет. застрояване със специфични изисквания към параметрите,Банкя,"с. Клисура, м. Аврамица"", м. ""Щетница""",само от сателит,23.085963,42.721044
средна,65.0,не,,37280.2100.51,,,,,,,,,Жм2,жилищна устр. зона с малкоет. застрояване със специфични изисквания към параметрите,Банкя,"с. Клисура, м. Аврамица"", м. ""Щетница""",само от сателит,23.082637,42.719742
средна,65.0,не,,12084.2700.2244,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Връбница,с. Волуяк,само от сателит,23.247521,42.778419
средна,65.0,не,,32216.2292.26,,,,,,,,,Смф2,смесена многофункционална зона 2,Банкя,с. и в.з. Иваняне,само от сателит,23.177022,42.718237
средна,65.0,не,,32216.2292.3027,,,,,,,,,Жм2,жилищна устр. зона с малкоет. застрояване със специфични изисквания към параметрите,Банкя,с. и в.з. Иваняне,само от сателит,23.17355,42.715198
средна,65.0,не,,68134.4361.15,,,,,,,,,Смф,смесена многофункционална зона,Люлин,ж.к. Люлин - 3 мр,картирана в OSM,23.252095,42.72037
средна,65.0,не,,68134.4361.362,,,,,,,,,Жк,жилищна устр. зона с комплексно застрояване,Люлин,ж.к. Люлин - 3 мр,картирана в OSM,23.244941,42.722661
средна,65.0,не,,68134.4361.88,,,,,,,,,Жк,жилищна устр. зона с комплексно застрояване,Люлин,ж.к. Люлин - 4 мр,картирана в OSM,23.246274,42.718443
средна,65.0,не,,68134.4356.239,,,,,,,,,Смф,смесена многофункционална зона,Люлин,ж.к. Люлин - 8 мр,картирана в OSM,23.26248,42.724557
средна,65.0,не,,68134.2817.147,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Връбница,кв. Обеля,картирана в OSM,23.265545,42.743134
средна,65.0,не,,68134.4355.2947,,,,,,,,,Смф1,смесена многофункционална зона 1,Люлин,СПЗ Модерно предградие - разширение 1,картирана в OSM,23.261667,42.72841
средна,65.0,не,,68134.2817.164,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Връбница,кв. Обеля,картирана в OSM,23.266355,42.742752
средна,65.0,не,,68134.2823.1380,,,,,,,,,Смф,смесена многофункционална зона,Връбница,кв. Модерно предградие,картирана в OSM,23.269124,42.723456
средна,65.0,не,,68134.4359.445,,,,,,,,,Оз1,зона за обществено-обслужващи дейности и озеленяване 1,Люлин,ж.к. Люлин - 10 мр,картирана в OSM,23.276109,42.714031
средна,65.0,не,,68134.4359.69,,,,,,,,,Смф,смесена многофункционална зона,Люлин,ж.к. Люлин - 10 мр,картирана в OSM,23.276389,42.718463
средна,65.0,не,,68134.1384.925,,,,,,,,,Смф,смесена многофункционална зона,Надежда,"ж.к. Надежда 4, ж.к. Връбница 2А",картирана в OSM,23.296935,42.733232
